Ubicación_Microsector;Coordenada X;Coordenada Y;Fecha_Formato;Intervalo_Estimado_Modelo;Fecha_Proxima_Predicha;Dias_Restantes_Prediccion;Estado_IA
MS_0154_ALEMANIA;-72.60432778;-38.736375;20-04-2018;134.8;01-09-2018;-2648;🔴 Atrasado (Prioridad Alta)
MS_0163_ALEMANIA;-72.60714444;-38.73590833;18-04-2018;166.6;01-10-2018;-2618;🔴 Atrasado (Prioridad Alta)
MS_0430_MUSEO FERROVIARIO;-72.56781667;-38.72401944;13-04-2018;192.8;22-10-2018;-2597;🔴 Atrasado (Prioridad Alta)
MS_0672_AQUELARRE;-72.62396098;-38.74897083;17-05-2018;190.6;23-11-2018;-2565;🔴 Atrasado (Prioridad Alta)
MS_0096_ACCESO NORTE;-72.54966274;-38.70592656;19-07-2018;143.7;09-12-2018;-2549;🔴 Atrasado (Prioridad Alta)
MS_0570_PRIETO SUR;-72.59701958;-38.74264187;18-10-2018;82.2;08-01-2019;-2519;🔴 Atrasado (Prioridad Alta)
MS_0571_PRIETO SUR;-72.59568889;-38.74290833;18-10-2018;122.9;17-02-2019;-2479;🔴 Atrasado (Prioridad Alta)
MS_0572_PRIETO SUR;-72.59445677;-38.74306641;22-10-2018;131.1;02-03-2019;-2466;🔴 Atrasado (Prioridad Alta)
MS_0671_AQUELARRE;-72.62592325;-38.74777673;22-05-2018;297.6;15-03-2019;-2453;🔴 Atrasado (Prioridad Alta)
MS_0677_AQUELARRE;-72.62743611;-38.75104444;22-10-2018;174.9;14-04-2019;-2423;🔴 Atrasado (Prioridad Alta)
MS_0847_BORDE RIO;-72.62708218;-38.75487533;31-10-2018;179.3;28-04-2019;-2409;🔴 Atrasado (Prioridad Alta)
MS_0228_LAS ENCINAS;-72.64358056;-38.73605556;23-01-2019;104.3;07-05-2019;-2400;🔴 Atrasado (Prioridad Alta)
MS_0781_VALPARAISO;-72.56139167;-38.735925;29-05-2018;346.5;10-05-2019;-2397;🔴 Atrasado (Prioridad Alta)
MS_0234_LAS ENCINAS;-72.64604167;-38.73584167;25-01-2019;106.3;11-05-2019;-2396;🔴 Atrasado (Prioridad Alta)
MS_0782_VALPARAISO;-72.56315833;-38.73641667;29-05-2018;347.6;11-05-2019;-2396;🔴 Atrasado (Prioridad Alta)
MS_0225_LAS ENCINAS;-72.63740833;-38.73463056;23-01-2019;114.0;16-05-2019;-2391;🔴 Atrasado (Prioridad Alta)
MS_0230_LAS ENCINAS;-72.64593788;-38.73647241;24-01-2019;122.2;26-05-2019;-2381;🔴 Atrasado (Prioridad Alta)
MS_0235_LAS ENCINAS;-72.64572948;-38.73430148;25-01-2019;140.8;14-06-2019;-2362;🔴 Atrasado (Prioridad Alta)
MS_0227_LAS ENCINAS;-72.64131944;-38.73553889;23-01-2019;143.7;15-06-2019;-2361;🔴 Atrasado (Prioridad Alta)
MS_0226_LAS ENCINAS;-72.63803889;-38.73476111;22-01-2019;145.9;16-06-2019;-2360;🔴 Atrasado (Prioridad Alta)
MS_0796_VALPARAISO;-72.5626346;-38.73415931;04-03-2019;125.0;06-07-2019;-2340;🔴 Atrasado (Prioridad Alta)
MS_0795_VALPARAISO;-72.56307828;-38.73308958;01-03-2019;130.2;09-07-2019;-2337;🔴 Atrasado (Prioridad Alta)
MS_0316_SAN ANTONIO;-72.57724144;-38.74520122;24-10-2018;259.8;10-07-2019;-2336;🔴 Atrasado (Prioridad Alta)
MS_0780_VALPARAISO;-72.56196389;-38.73614167;04-03-2019;130.2;12-07-2019;-2334;🔴 Atrasado (Prioridad Alta)
MS_0231_LAS ENCINAS;-72.6472854;-38.73633208;24-01-2019;169.6;12-07-2019;-2334;🔴 Atrasado (Prioridad Alta)
MS_0434_MUSEO FERROVIARIO;-72.57204722;-38.72489722;17-04-2018;463.2;24-07-2019;-2322;🔴 Atrasado (Prioridad Alta)
MS_0435_MUSEO FERROVIARIO;-72.57076667;-38.724625;17-04-2018;483.0;12-08-2019;-2303;🔴 Atrasado (Prioridad Alta)
MS_0804_VALPARAISO;-72.56392139;-38.73226364;25-02-2019;171.7;15-08-2019;-2300;🔴 Atrasado (Prioridad Alta)
MS_0472_MUSEO FERROVIARIO;-72.56792525;-38.72513461;16-04-2018;489.3;18-08-2019;-2297;🔴 Atrasado (Prioridad Alta)
MS_0803_VALPARAISO;-72.56465967;-38.73243276;25-02-2019;177.8;21-08-2019;-2294;🔴 Atrasado (Prioridad Alta)
MS_0319_SAN ANTONIO;-72.57851776;-38.74556166;10-12-2018;257.8;24-08-2019;-2291;🔴 Atrasado (Prioridad Alta)
MS_0233_LAS ENCINAS;-72.64855833;-38.73645556;24-01-2019;213.5;25-08-2019;-2290;🔴 Atrasado (Prioridad Alta)
MS_0045_ESTADIO;-72.60476497;-38.7423965;13-05-2019;105.7;26-08-2019;-2289;🔴 Atrasado (Prioridad Alta)
MS_0953_JAVIERA CARRERA ORIENTE;-72.614975;-38.72629722;20-06-2018;471.0;04-10-2019;-2250;🔴 Atrasado (Prioridad Alta)
MS_0318_SAN ANTONIO;-72.57624913;-38.74136254;09-11-2018;330.6;05-10-2019;-2249;🔴 Atrasado (Prioridad Alta)
MS_0224_LAS ENCINAS;-72.63684868;-38.73494685;04-02-2019;244.2;06-10-2019;-2248;🔴 Atrasado (Prioridad Alta)
MS_0315_SAN ANTONIO;-72.57737662;-38.74568321;24-10-2018;352.2;11-10-2019;-2243;🔴 Atrasado (Prioridad Alta)
MS_0454_MUSEO FERROVIARIO;-72.57378286;-38.7254247;27-06-2018;472.5;12-10-2019;-2242;🔴 Atrasado (Prioridad Alta)
MS_0241_LAS ENCINAS;-72.63878436;-38.73540874;04-02-2019;253.9;15-10-2019;-2239;🔴 Atrasado (Prioridad Alta)
MS_0935_CERRO MARIPOSA;-72.61130466;-38.72167887;24-05-2018;510.9;16-10-2019;-2238;🔴 Atrasado (Prioridad Alta)
MS_0337_SAN ANTONIO;-72.57677247;-38.73629109;12-02-2019;246.1;16-10-2019;-2238;🔴 Atrasado (Prioridad Alta)
MS_0446_MUSEO FERROVIARIO;-72.56304038;-38.7229109;05-06-2018;507.8;25-10-2019;-2229;🔴 Atrasado (Prioridad Alta)
MS_0303_SAN ANTONIO;-72.58399278;-38.74254446;15-01-2019;285.1;27-10-2019;-2227;🔴 Atrasado (Prioridad Alta)
MS_0954_JAVIERA CARRERA ORIENTE;-72.61787778;-38.72672222;19-06-2018;501.3;02-11-2019;-2221;🔴 Atrasado (Prioridad Alta)
MS_0240_LAS ENCINAS;-72.64182778;-38.73612222;04-02-2019;277.3;08-11-2019;-2215;🔴 Atrasado (Prioridad Alta)
MS_0957_JAVIERA CARRERA ORIENTE;-72.61535833;-38.72779444;22-03-2019;243.7;20-11-2019;-2203;🔴 Atrasado (Prioridad Alta)
MS_0956_JAVIERA CARRERA ORIENTE;-72.617375;-38.72685556;19-06-2018;519.4;20-11-2019;-2203;🔴 Atrasado (Prioridad Alta)
MS_0336_SAN ANTONIO;-72.57554167;-38.73519444;11-02-2019;287.0;24-11-2019;-2199;🔴 Atrasado (Prioridad Alta)
MS_0032_ESTADIO;-72.61959792;-38.73810483;03-09-2018;448.2;25-11-2019;-2198;🔴 Atrasado (Prioridad Alta)
MS_0474_MUSEO FERROVIARIO;-72.57353334;-38.72612255;20-04-2018;584.8;25-11-2019;-2198;🔴 Atrasado (Prioridad Alta)
MS_0026_ESTADIO;-72.60862416;-38.7410007;25-09-2018;427.2;26-11-2019;-2197;🔴 Atrasado (Prioridad Alta)
MS_0204_LAS ENCINAS;-72.63512778;-38.73825556;22-11-2018;370.9;27-11-2019;-2196;🔴 Atrasado (Prioridad Alta)
MS_0236_LAS ENCINAS;-72.64510198;-38.73404739;28-01-2019;306.0;30-11-2019;-2193;🔴 Atrasado (Prioridad Alta)
MS_0955_JAVIERA CARRERA ORIENTE;-72.61581389;-38.72623333;20-06-2018;537.5;09-12-2019;-2184;🔴 Atrasado (Prioridad Alta)
MS_0643_RALUNCOYAN;-72.62024722;-38.71119444;19-03-2019;267.7;11-12-2019;-2182;🔴 Atrasado (Prioridad Alta)
MS_0238_LAS ENCINAS;-72.64387719;-38.7336071;28-01-2019;323.3;17-12-2019;-2176;🔴 Atrasado (Prioridad Alta)
MS_0958_JAVIERA CARRERA ORIENTE;-72.61564167;-38.72711944;20-03-2019;287.5;01-01-2020;-2161;🔴 Atrasado (Prioridad Alta)
MS_0237_LAS ENCINAS;-72.64330476;-38.73356081;29-01-2019;340.8;04-01-2020;-2158;🔴 Atrasado (Prioridad Alta)
MS_0473_MUSEO FERROVIARIO;-72.56960184;-38.72334075;26-04-2018;619.1;05-01-2020;-2157;🔴 Atrasado (Prioridad Alta)
MS_0324_SAN ANTONIO;-72.58028509;-38.74606385;18-12-2018;405.6;27-01-2020;-2135;🔴 Atrasado (Prioridad Alta)
MS_0213_LAS ENCINAS;-72.64174722;-38.74061944;29-06-2018;579.2;29-01-2020;-2133;🔴 Atrasado (Prioridad Alta)
MS_0509_LOS RIOS;-72.55870556;-38.72868611;09-09-2019;149.0;05-02-2020;-2126;🔴 Atrasado (Prioridad Alta)
MS_0222_LAS ENCINAS;-72.64520823;-38.73458063;25-01-2019;378.0;07-02-2020;-2124;🔴 Atrasado (Prioridad Alta)
MS_0914_CERRO MARIPOSA;-72.61213611;-38.71978333;02-07-2019;225.2;12-02-2020;-2119;🔴 Atrasado (Prioridad Alta)
MS_0232_LAS ENCINAS;-72.64963746;-38.73725989;24-01-2019;385.1;13-02-2020;-2118;🔴 Atrasado (Prioridad Alta)
MS_0889_COSTANERA;-72.54887222;-38.71150833;09-05-2018;646.5;14-02-2020;-2117;🔴 Atrasado (Prioridad Alta)
MS_0552_CAUPOLICAN;-72.59864301;-38.7328325;19-10-2018;484.1;15-02-2020;-2116;🔴 Atrasado (Prioridad Alta)
MS_0791_VALPARAISO;-72.56461111;-38.73058056;27-02-2019;363.5;25-02-2020;-2106;🔴 Atrasado (Prioridad Alta)
MS_0915_CERRO MARIPOSA;-72.62255502;-38.7164572;04-07-2019;240.2;29-02-2020;-2102;🔴 Atrasado (Prioridad Alta)
MS_0064_ESTADIO;-72.60547656;-38.7413854;09-10-2018;510.3;02-03-2020;-2100;🔴 Atrasado (Prioridad Alta)
MS_0221_LAS ENCINAS;-72.64486014;-38.73504284;25-01-2019;402.1;02-03-2020;-2100;🔴 Atrasado (Prioridad Alta)
MS_0243_LAS ENCINAS;-72.6315604;-38.73978739;26-03-2019;345.7;05-03-2020;-2097;🔴 Atrasado (Prioridad Alta)
MS_0508_LOS RIOS;-72.55811111;-38.72714444;08-09-2019;184.6;10-03-2020;-2092;🔴 Atrasado (Prioridad Alta)
MS_0449_MUSEO FERROVIARIO;-72.56463056;-38.72058611;07-06-2018;645.0;13-03-2020;-2089;🔴 Atrasado (Prioridad Alta)
MS_0510_LOS RIOS;-72.55888348;-38.72962209;11-09-2019;188.0;17-03-2020;-2085;🔴 Atrasado (Prioridad Alta)
MS_0923_CERRO MARIPOSA;-72.616367;-38.720217;05-11-2019;133.7;17-03-2020;-2085;🔴 Atrasado (Prioridad Alta)
MS_0295_SAN ANTONIO;-72.58273896;-38.74593739;28-03-2019;358.6;20-03-2020;-2082;🔴 Atrasado (Prioridad Alta)
MS_0425_MUSEO FERROVIARIO;-72.57576373;-38.73074183;31-10-2018;508.0;21-03-2020;-2081;🔴 Atrasado (Prioridad Alta)
MS_0924_CERRO MARIPOSA;-72.6171;-38.72005;05-11-2019;145.4;29-03-2020;-2073;🔴 Atrasado (Prioridad Alta)
MS_0731_NAHUELBUTA;-72.56368611;-38.71700556;16-08-2018;592.3;30-03-2020;-2072;🔴 Atrasado (Prioridad Alta)
MS_0551_CAUPOLICAN;-72.59884602;-38.72940206;17-04-2018;715.8;01-04-2020;-2070;🔴 Atrasado (Prioridad Alta)
MS_0587_PRIETO SUR;-72.60166021;-38.74531623;29-04-2019;340.3;03-04-2020;-2068;🔴 Atrasado (Prioridad Alta)
MS_0504_LOS RIOS;-72.55678333;-38.72361944;08-09-2019;210.1;05-04-2020;-2066;🔴 Atrasado (Prioridad Alta)
MS_0925_CERRO MARIPOSA;-72.615783;-38.720333;05-11-2019;154.4;07-04-2020;-2064;🔴 Atrasado (Prioridad Alta)
MS_0981_AMANECER;-72.62352937;-38.75924648;09-04-2019;364.7;07-04-2020;-2064;🔴 Atrasado (Prioridad Alta)
MS_0776_VALPARAISO;-72.57278122;-38.7383222;03-05-2019;343.7;10-04-2020;-2061;🔴 Atrasado (Prioridad Alta)
MS_0987_AMANECER;-72.62273897;-38.75915859;09-04-2019;367.6;10-04-2020;-2061;🔴 Atrasado (Prioridad Alta)
MS_0476_MUSEO FERROVIARIO;-72.57025659;-38.72970704;06-05-2019;340.3;10-04-2020;-2061;🔴 Atrasado (Prioridad Alta)
MS_0802_VALPARAISO;-72.57270278;-38.73437222;20-02-2019;417.4;12-04-2020;-2059;🔴 Atrasado (Prioridad Alta)
MS_0706_ESTACION;-72.57592922;-38.73075912;11-05-2018;706.1;16-04-2020;-2055;🔴 Atrasado (Prioridad Alta)
MS_0217_LAS ENCINAS;-72.63764722;-38.73936389;30-01-2019;445.9;19-04-2020;-2052;🔴 Atrasado (Prioridad Alta)
MS_0332_SAN ANTONIO;-72.57617889;-38.74392787;21-01-2019;456.0;20-04-2020;-2051;🔴 Atrasado (Prioridad Alta)
MS_0959_JAVIERA CARRERA ORIENTE;-72.61981944;-38.72828889;03-07-2019;293.4;21-04-2020;-2050;🔴 Atrasado (Prioridad Alta)
MS_0951_JAVIERA CARRERA ORIENTE;-72.61960556;-38.7198;14-05-2019;346.1;24-04-2020;-2047;🔴 Atrasado (Prioridad Alta)
MS_0963_JAVIERA CARRERA ORIENTE;-72.62206111;-38.72106667;10-10-2019;198.7;25-04-2020;-2046;🔴 Atrasado (Prioridad Alta)
MS_0564_PRIETO SUR;-72.5982404;-38.74251756;27-08-2018;610.7;28-04-2020;-2043;🔴 Atrasado (Prioridad Alta)
MS_0719_NAHUELBUTA;-72.5645;-38.71764167;15-05-2019;352.3;01-05-2020;-2040;🔴 Atrasado (Prioridad Alta)
MS_0650_RALUNCOYAN;-72.62219385;-38.7156113;08-07-2019;299.4;02-05-2020;-2039;🔴 Atrasado (Prioridad Alta)
MS_0986_AMANECER;-72.62420601;-38.75930578;08-04-2019;394.7;06-05-2020;-2035;🔴 Atrasado (Prioridad Alta)
MS_0020_ESTADIO;-72.61048056;-38.74279167;17-08-2018;636.0;13-05-2020;-2028;🔴 Atrasado (Prioridad Alta)
MS_0420_MUSEO FERROVIARIO;-72.56547473;-38.72092054;07-06-2018;710.2;17-05-2020;-2024;🔴 Atrasado (Prioridad Alta)
MS_0502_LOS RIOS;-72.55780278;-38.72645278;08-09-2019;253.1;18-05-2020;-2023;🔴 Atrasado (Prioridad Alta)
MS_0574_PRIETO SUR;-72.59039722;-38.74370833;19-10-2018;586.9;27-05-2020;-2014;🔴 Atrasado (Prioridad Alta)
MS_0310_SAN ANTONIO;-72.58166424;-38.74399603;10-12-2019;171.0;29-05-2020;-2012;🔴 Atrasado (Prioridad Alta)
MS_0730_NAHUELBUTA;-72.56338503;-38.71798373;16-08-2018;662.8;08-06-2020;-2002;🔴 Atrasado (Prioridad Alta)
MS_0331_SAN ANTONIO;-72.57998789;-38.74319435;18-01-2019;508.5;09-06-2020;-2001;🔴 Atrasado (Prioridad Alta)
MS_0636_RALUNCOYAN;-72.62120278;-38.71248056;15-03-2019;455.9;12-06-2020;-1998;🔴 Atrasado (Prioridad Alta)
MS_0916_CERRO MARIPOSA;-72.62218972;-38.71608023;04-07-2019;347.2;15-06-2020;-1995;🔴 Atrasado (Prioridad Alta)
MS_0567_PRIETO SUR;-72.60249709;-38.74329863;14-12-2018;549.6;15-06-2020;-1995;🔴 Atrasado (Prioridad Alta)
MS_0546_CAUPOLICAN;-72.58535;-38.72880833;24-04-2018;787.4;19-06-2020;-1991;🔴 Atrasado (Prioridad Alta)
MS_0560_PRIETO SUR;-72.59901734;-38.74026455;13-08-2018;680.8;23-06-2020;-1987;🔴 Atrasado (Prioridad Alta)
MS_0160_ALEMANIA;-72.60588177;-38.74019036;06-08-2018;688.3;24-06-2020;-1986;🔴 Atrasado (Prioridad Alta)
MS_0208_LAS ENCINAS;-72.63176145;-38.73504984;28-05-2018;758.7;24-06-2020;-1986;🔴 Atrasado (Prioridad Alta)
MS_0698_ESTACION;-72.57621851;-38.73245698;18-06-2018;743.5;30-06-2020;-1980;🔴 Atrasado (Prioridad Alta)
MS_0501_LOS RIOS;-72.55938889;-38.73059722;11-09-2019;298.0;04-07-2020;-1976;🔴 Atrasado (Prioridad Alta)
MS_0427_MUSEO FERROVIARIO;-72.57566944;-38.725475;30-04-2018;801.0;08-07-2020;-1972;🔴 Atrasado (Prioridad Alta)
MS_0242_LAS ENCINAS;-72.63485278;-38.73446389;04-06-2019;403.3;11-07-2020;-1969;🔴 Atrasado (Prioridad Alta)
MS_0964_JAVIERA CARRERA ORIENTE;-72.62148889;-38.71965833;11-10-2019;278.0;15-07-2020;-1965;🔴 Atrasado (Prioridad Alta)
MS_0248_LAS ENCINAS;-72.63826477;-38.72822972;10-08-2018;705.8;15-07-2020;-1965;🔴 Atrasado (Prioridad Alta)
MS_1084_CREADORES;-72.64638611;-38.71355556;28-05-2019;415.3;16-07-2020;-1964;🔴 Atrasado (Prioridad Alta)
MS_0338_SAN ANTONIO;-72.57953705;-38.73856916;12-02-2019;522.1;18-07-2020;-1962;🔴 Atrasado (Prioridad Alta)
MS_1076_SECTOR RIBEREÑO;-72.7576831;-38.77059713;27-06-2018;753.1;19-07-2020;-1961;🔴 Atrasado (Prioridad Alta)
MS_0246_LAS ENCINAS;-72.63476944;-38.73515833;04-06-2019;412.3;20-07-2020;-1960;🔴 Atrasado (Prioridad Alta)
MS_1080_CREADORES;-72.64765556;-38.71532222;18-07-2018;733.2;20-07-2020;-1960;🔴 Atrasado (Prioridad Alta)
MS_0317_SAN ANTONIO;-72.57731874;-38.7437296;20-06-2019;398.6;22-07-2020;-1958;🔴 Atrasado (Prioridad Alta)
MS_1190_LABRANZA UNO NORTE;-72.76987386;-38.76678397;10-04-2019;471.6;24-07-2020;-1956;🔴 Atrasado (Prioridad Alta)
MS_0499_LOS RIOS;-72.55981944;-38.73251111;19-12-2018;598.1;08-08-2020;-1941;🔴 Atrasado (Prioridad Alta)
MS_0506_LOS RIOS;-72.55641367;-38.717801;28-12-2018;591.9;10-08-2020;-1939;🔴 Atrasado (Prioridad Alta)
MS_0588_PRIETO SUR;-72.59079445;-38.74036934;08-05-2019;461.7;11-08-2020;-1938;🔴 Atrasado (Prioridad Alta)
MS_0648_RALUNCOYAN;-72.62060278;-38.71241944;19-03-2019;514.8;14-08-2020;-1935;🔴 Atrasado (Prioridad Alta)
MS_0206_LAS ENCINAS;-72.63319444;-38.7356;29-05-2018;811.0;17-08-2020;-1932;🔴 Atrasado (Prioridad Alta)
MS_1184_LABRANZA UNO NORTE;-72.76937066;-38.76644551;11-04-2019;494.6;17-08-2020;-1932;🔴 Atrasado (Prioridad Alta)
MS_0309_SAN ANTONIO;-72.58233056;-38.74481944;23-04-2019;484.0;19-08-2020;-1930;🔴 Atrasado (Prioridad Alta)
MS_0917_CERRO MARIPOSA;-72.62068987;-38.71556265;05-07-2019;415.5;23-08-2020;-1926;🔴 Atrasado (Prioridad Alta)
MS_1079_CREADORES;-72.64873333;-38.71505;18-07-2018;771.5;27-08-2020;-1922;🔴 Atrasado (Prioridad Alta)
MS_0429_MUSEO FERROVIARIO;-72.57975278;-38.72853889;30-04-2018;852.2;29-08-2020;-1920;🔴 Atrasado (Prioridad Alta)
MS_0244_LAS ENCINAS;-72.63404167;-38.73528056;05-06-2019;451.5;29-08-2020;-1920;🔴 Atrasado (Prioridad Alta)
MS_0646_RALUNCOYAN;-72.624575;-38.70760278;18-03-2019;535.2;03-09-2020;-1915;🔴 Atrasado (Prioridad Alta)
MS_1186_LABRANZA UNO NORTE;-72.76808917;-38.76695997;11-04-2019;512.1;04-09-2020;-1914;🔴 Atrasado (Prioridad Alta)
MS_0247_LAS ENCINAS;-72.64012868;-38.7451663;05-06-2019;461.2;08-09-2020;-1910;🔴 Atrasado (Prioridad Alta)
MS_0264_LAS ENCINAS;-72.64312228;-38.73292253;31-05-2019;468.6;10-09-2020;-1908;🔴 Atrasado (Prioridad Alta)
MS_0062_ESTADIO;-72.61381055;-38.7402699;21-09-2018;729.7;19-09-2020;-1899;🔴 Atrasado (Prioridad Alta)
MS_0262_LAS ENCINAS;-72.63604604;-38.72849446;10-08-2018;771.3;19-09-2020;-1899;🔴 Atrasado (Prioridad Alta)
MS_1081_CREADORES;-72.64814722;-38.71514722;19-07-2018;794.1;20-09-2020;-1898;🔴 Atrasado (Prioridad Alta)
MS_0322_SAN ANTONIO;-72.57688083;-38.73927008;13-12-2018;647.8;20-09-2020;-1898;🔴 Atrasado (Prioridad Alta)
MS_0039_ESTADIO;-72.61110267;-38.74699567;08-02-2019;592.7;22-09-2020;-1896;🔴 Atrasado (Prioridad Alta)
MS_0209_LAS ENCINAS;-72.64061111;-38.73795;29-03-2018;924.2;08-10-2020;-1880;🔴 Atrasado (Prioridad Alta)
MS_1185_LABRANZA UNO NORTE;-72.76890201;-38.76623447;11-04-2019;552.2;14-10-2020;-1874;🔴 Atrasado (Prioridad Alta)
MS_0152_ALEMANIA;-72.61776084;-38.73026654;26-07-2018;823.0;25-10-2020;-1863;🔴 Atrasado (Prioridad Alta)
MS_0158_ALEMANIA;-72.61072087;-38.7319271;21-08-2018;797.4;26-10-2020;-1862;🔴 Atrasado (Prioridad Alta)
MS_0366_VILLA ALEGRE;-72.61435278;-38.72402778;03-07-2019;495.3;09-11-2020;-1848;🔴 Atrasado (Prioridad Alta)
MS_0645_RALUNCOYAN;-72.62471944;-38.70826389;20-06-2019;508.2;09-11-2020;-1848;🔴 Atrasado (Prioridad Alta)
MS_0440_MUSEO FERROVIARIO;-72.57597007;-38.72444483;20-07-2018;848.8;14-11-2020;-1843;🔴 Atrasado (Prioridad Alta)
MS_0159_ALEMANIA;-72.6098;-38.73036111;17-05-2018;913.8;15-11-2020;-1842;🔴 Atrasado (Prioridad Alta)
MS_0741_NAHUELBUTA;-72.56908611;-38.71576389;18-04-2019;580.4;18-11-2020;-1839;🔴 Atrasado (Prioridad Alta)
MS_0047_ESTADIO;-72.62579722;-38.73805;02-08-2019;483.0;27-11-2020;-1830;🔴 Atrasado (Prioridad Alta)
MS_0834_5 SUR;-72.60625057;-38.74954125;20-06-2018;900.1;06-12-2020;-1821;🔴 Atrasado (Prioridad Alta)
MS_0978_AMANECER;-72.62594444;-38.760475;29-10-2018;770.0;06-12-2020;-1821;🔴 Atrasado (Prioridad Alta)
MS_0695_ESTACION;-72.58389444;-38.73512222;18-06-2019;537.9;06-12-2020;-1821;🔴 Atrasado (Prioridad Alta)
MS_0257_LAS ENCINAS;-72.64336622;-38.73845814;27-08-2019;469.5;08-12-2020;-1819;🔴 Atrasado (Prioridad Alta)
MS_0258_LAS ENCINAS;-72.64263861;-38.73902291;27-08-2019;470.6;09-12-2020;-1818;🔴 Atrasado (Prioridad Alta)
MS_0699_ESTACION;-72.57940278;-38.73332778;10-12-2018;730.1;09-12-2020;-1818;🔴 Atrasado (Prioridad Alta)
MS_0500_LOS RIOS;-72.55976667;-38.73150556;11-09-2019;457.7;11-12-2020;-1816;🔴 Atrasado (Prioridad Alta)
MS_0566_PRIETO SUR;-72.60382222;-38.74395278;23-08-2018;844.4;14-12-2020;-1813;🔴 Atrasado (Prioridad Alta)
MS_0423_MUSEO FERROVIARIO;-72.575525;-38.72976944;19-02-2020;309.6;24-12-2020;-1803;🔴 Atrasado (Prioridad Alta)
MS_0035_ESTADIO;-72.61926111;-38.74175556;31-08-2019;485.2;28-12-2020;-1799;🔴 Atrasado (Prioridad Alta)
MS_0169_ALEMANIA;-72.61208391;-38.72894783;07-02-2019;694.8;01-01-2021;-1795;🔴 Atrasado (Prioridad Alta)
MS_0027_ESTADIO;-72.60643356;-38.7412464;05-10-2018;820.4;02-01-2021;-1794;🔴 Atrasado (Prioridad Alta)
MS_0696_ESTACION;-72.58172567;-38.73858836;20-09-2018;838.0;04-01-2021;-1792;🔴 Atrasado (Prioridad Alta)
MS_0249_LAS ENCINAS;-72.64036111;-38.73441389;06-06-2019;580.8;06-01-2021;-1790;🔴 Atrasado (Prioridad Alta)
MS_0794_VALPARAISO;-72.56475278;-38.72844444;28-02-2019;678.0;06-01-2021;-1790;🔴 Atrasado (Prioridad Alta)
MS_0961_JAVIERA CARRERA ORIENTE;-72.62230278;-38.72225833;08-05-2020;245.2;08-01-2021;-1788;🔴 Atrasado (Prioridad Alta)
MS_0833_5 SUR;-72.60726099;-38.74875106;20-06-2018;937.7;12-01-2021;-1784;🔴 Atrasado (Prioridad Alta)
MS_0256_LAS ENCINAS;-72.64213441;-38.73817757;26-08-2019;513.4;20-01-2021;-1776;🔴 Atrasado (Prioridad Alta)
MS_0170_ALEMANIA;-72.630125;-38.73072222;04-12-2019;418.3;25-01-2021;-1771;🔴 Atrasado (Prioridad Alta)
MS_0377_RECABARREN;-72.6562967;-38.75657836;23-08-2018;889.2;28-01-2021;-1768;🔴 Atrasado (Prioridad Alta)
MS_0025_ESTADIO;-72.60999444;-38.74083611;25-09-2018;857.8;29-01-2021;-1767;🔴 Atrasado (Prioridad Alta)
MS_0175_ALEMANIA;-72.615465;-38.738796;30-01-2020;365.4;29-01-2021;-1767;🔴 Atrasado (Prioridad Alta)
MS_0049_ESTADIO;-72.62670977;-38.73781264;02-08-2019;552.1;04-02-2021;-1761;🔴 Atrasado (Prioridad Alta)
MS_0704_ESTACION;-72.57761389;-38.73261667;25-04-2019;651.6;04-02-2021;-1761;🔴 Atrasado (Prioridad Alta)
MS_0254_LAS ENCINAS;-72.63685833;-38.74488056;13-07-2019;580.6;12-02-2021;-1753;🔴 Atrasado (Prioridad Alta)
MS_0034_ESTADIO;-72.61897042;-38.74104098;05-11-2018;832.5;14-02-2021;-1751;🔴 Atrasado (Prioridad Alta)
MS_0265_LAS ENCINAS;-72.63740229;-38.74438882;18-07-2019;579.4;16-02-2021;-1749;🔴 Atrasado (Prioridad Alta)
MS_0548_CAUPOLICAN;-72.59837309;-38.73713123;15-06-2019;616.8;20-02-2021;-1745;🔴 Atrasado (Prioridad Alta)
MS_0661_RALUNCOYAN;-72.62655833;-38.71071944;16-01-2020;405.3;24-02-2021;-1741;🔴 Atrasado (Prioridad Alta)
MS_0216_LAS ENCINAS;-72.63145556;-38.73926111;26-03-2019;702.2;25-02-2021;-1740;🔴 Atrasado (Prioridad Alta)
MS_0968_JAVIERA CARRERA ORIENTE;-72.623904;-38.725666;11-11-2019;475.1;28-02-2021;-1737;🔴 Atrasado (Prioridad Alta)
MS_0229_LAS ENCINAS;-72.64421667;-38.73658056;14-10-2019;503.6;28-02-2021;-1737;🔴 Atrasado (Prioridad Alta)
MS_0036_ESTADIO;-72.62503333;-38.73779444;12-11-2018;841.0;02-03-2021;-1735;🔴 Atrasado (Prioridad Alta)
MS_0967_JAVIERA CARRERA ORIENTE;-72.624566;-38.725652;11-11-2019;480.6;05-03-2021;-1732;🔴 Atrasado (Prioridad Alta)
MS_0702_ESTACION;-72.58153611;-38.73098333;21-06-2019;625.8;07-03-2021;-1730;🔴 Atrasado (Prioridad Alta)
MS_0048_ESTADIO;-72.62535409;-38.73690908;02-08-2019;598.1;22-03-2021;-1715;🔴 Atrasado (Prioridad Alta)
MS_0005_ESTADIO;-72.61031111;-38.7419;17-08-2018;949.7;23-03-2021;-1714;🔴 Atrasado (Prioridad Alta)
