Ubicación_Microsector;Coordenada X;Coordenada Y;Fecha_Formato;Intervalo_Estimado_Modelo;Fecha_Proxima_Predicha;Dias_Restantes_Prediccion;Estado_IA
MS_0300_SAN ANTONIO;-72.58506906;-38.74457747;21-04-2022;471.2;05-08-2023;-849;🔴 Atrasado (Prioridad Alta)
MS_0077_ESTADIO;-72.60839832;-38.74468623;20-03-2023;140.8;07-08-2023;-847;🔴 Atrasado (Prioridad Alta)
MS_0893_COSTANERA;-72.55068611;-38.71258333;12-12-2018;1699.4;07-08-2023;-847;🔴 Atrasado (Prioridad Alta)
MS_0058_ESTADIO;-72.613699;-38.750244;15-07-2020;1126.4;15-08-2023;-839;🔴 Atrasado (Prioridad Alta)
MS_0450_MUSEO FERROVIARIO;-72.567349;-38.720497;11-05-2023;99.5;18-08-2023;-836;🔴 Atrasado (Prioridad Alta)
MS_0114_ACCESO NORTE;-72.55574079;-38.70733464;09-06-2023;75.6;23-08-2023;-831;🔴 Atrasado (Prioridad Alta)
MS_0553_CAUPOLICAN;-72.58577738;-38.73113572;15-06-2021;800.4;24-08-2023;-830;🔴 Atrasado (Prioridad Alta)
MS_0298_SAN ANTONIO;-72.57481551;-38.74061984;06-04-2023;142.6;26-08-2023;-828;🔴 Atrasado (Prioridad Alta)
MS_0912_CERRO MARIPOSA;-72.61663889;-38.720925;31-08-2021;728.0;28-08-2023;-826;🔴 Atrasado (Prioridad Alta)
MS_0074_ESTADIO;-72.60524084;-38.74393185;25-03-2023;163.3;04-09-2023;-819;🔴 Atrasado (Prioridad Alta)
MS_0095_ACCESO NORTE;-72.55619213;-38.70702375;09-06-2023;87.5;04-09-2023;-819;🔴 Atrasado (Prioridad Alta)
MS_0284_LAS ENCINAS;-72.63480669;-38.72702028;16-06-2022;447.4;06-09-2023;-817;🔴 Atrasado (Prioridad Alta)
MS_0642_RALUNCOYAN;-72.62339559;-38.71162748;21-04-2023;139.5;07-09-2023;-816;🔴 Atrasado (Prioridad Alta)
MS_1266_JAVIERA CARRERA PONIENTE;-72.62449321;-38.72086612;28-03-2023;172.2;16-09-2023;-807;🔴 Atrasado (Prioridad Alta)
MS_0395_RECABARREN;-72.64516995;-38.75403654;23-07-2019;1517.6;17-09-2023;-806;🔴 Atrasado (Prioridad Alta)
MS_0480_MUSEO FERROVIARIO;-72.58120929;-38.72992064;18-08-2021;764.6;21-09-2023;-802;🔴 Atrasado (Prioridad Alta)
MS_0710_ESTACION;-72.57271126;-38.73131803;24-05-2022;486.7;22-09-2023;-801;🔴 Atrasado (Prioridad Alta)
MS_0892_COSTANERA;-72.55087778;-38.71199722;12-12-2018;1760.5;07-10-2023;-786;🔴 Atrasado (Prioridad Alta)
MS_0078_ESTADIO;-72.60988304;-38.74547134;16-03-2023;210.7;12-10-2023;-781;🔴 Atrasado (Prioridad Alta)
MS_0481_MUSEO FERROVIARIO;-72.5633029;-38.72559683;18-02-2022;608.6;19-10-2023;-774;🔴 Atrasado (Prioridad Alta)
MS_0709_ESTACION;-72.58303288;-38.73175918;27-07-2021;817.4;22-10-2023;-771;🔴 Atrasado (Prioridad Alta)
MS_0268_LAS ENCINAS;-72.64714296;-38.7395151;15-09-2020;1133.4;23-10-2023;-770;🔴 Atrasado (Prioridad Alta)
MS_0017_ESTADIO;-72.6060321;-38.7402736;02-10-2018;1857.0;01-11-2023;-761;🔴 Atrasado (Prioridad Alta)
MS_0708_ESTACION;-72.58339054;-38.73271889;17-06-2021;870.6;04-11-2023;-758;🔴 Atrasado (Prioridad Alta)
MS_0973_JAVIERA CARRERA ORIENTE;-72.6203036;-38.71882394;03-01-2022;670.4;04-11-2023;-758;🔴 Atrasado (Prioridad Alta)
MS_0988_AMANECER;-72.62399602;-38.75635644;13-09-2021;802.6;24-11-2023;-738;🔴 Atrasado (Prioridad Alta)
MS_0075_ESTADIO;-72.6147594;-38.74346088;15-03-2023;256.8;26-11-2023;-736;🔴 Atrasado (Prioridad Alta)
MS_0549_CAUPOLICAN;-72.58881667;-38.73189722;14-08-2021;849.2;11-12-2023;-721;🔴 Atrasado (Prioridad Alta)
MS_0371_VILLA ALEGRE;-72.61017778;-38.72646111;05-05-2020;1316.8;12-12-2023;-720;🔴 Atrasado (Prioridad Alta)
MS_0250_LAS ENCINAS;-72.63479071;-38.73929564;07-03-2023;284.9;16-12-2023;-716;🔴 Atrasado (Prioridad Alta)
MS_1004_BOTROLHUE;-72.66690556;-38.74234167;07-07-2022;532.8;21-12-2023;-711;🔴 Atrasado (Prioridad Alta)
MS_0651_RALUNCOYAN;-72.62905278;-38.71098056;06-07-2023;172.4;25-12-2023;-707;🔴 Atrasado (Prioridad Alta)
MS_1073_SECTOR RIBEREÑO;-72.76050278;-38.77009722;13-01-2020;1446.7;29-12-2023;-703;🔴 Atrasado (Prioridad Alta)
MS_0455_MUSEO FERROVIARIO;-72.58221944;-38.72878056;23-09-2022;467.4;03-01-2024;-698;🔴 Atrasado (Prioridad Alta)
MS_0308_SAN ANTONIO;-72.57228333;-38.74106667;21-03-2023;296.6;11-01-2024;-690;🔴 Atrasado (Prioridad Alta)
MS_0555_CAUPOLICAN;-72.59651899;-38.73744819;11-06-2022;586.6;18-01-2024;-683;🔴 Atrasado (Prioridad Alta)
MS_0674_AQUELARRE;-72.62220239;-38.74933634;18-01-2023;369.4;22-01-2024;-679;🔴 Atrasado (Prioridad Alta)
MS_1092_CREADORES;-72.65951944;-38.70855833;18-05-2023;264.8;06-02-2024;-664;🔴 Atrasado (Prioridad Alta)
MS_0938_CERRO MARIPOSA;-72.61103576;-38.71876171;14-11-2022;453.7;10-02-2024;-660;🔴 Atrasado (Prioridad Alta)
MS_0747_NAHUELBUTA;-72.56270384;-38.72321764;04-04-2023;316.2;14-02-2024;-656;🔴 Atrasado (Prioridad Alta)
MS_1089_CREADORES;-72.65414444;-38.70863889;18-05-2023;273.9;15-02-2024;-655;🔴 Atrasado (Prioridad Alta)
MS_1090_CREADORES;-72.65517222;-38.70841389;18-05-2023;273.9;15-02-2024;-655;🔴 Atrasado (Prioridad Alta)
MS_1088_CREADORES;-72.65358611;-38.70875;18-05-2023;276.8;18-02-2024;-652;🔴 Atrasado (Prioridad Alta)
MS_1091_CREADORES;-72.65679444;-38.70820556;18-05-2023;284.8;26-02-2024;-644;🔴 Atrasado (Prioridad Alta)
MS_0726_NAHUELBUTA;-72.56175278;-38.71781389;10-07-2023;234.9;29-02-2024;-641;🔴 Atrasado (Prioridad Alta)
MS_0895_COSTANERA;-72.55000556;-38.71430278;24-06-2022;619.1;04-03-2024;-637;🔴 Atrasado (Prioridad Alta)
MS_1095_CREADORES;-72.66324722;-38.70708889;19-05-2023;295.2;09-03-2024;-632;🔴 Atrasado (Prioridad Alta)
MS_1094_CREADORES;-72.66235833;-38.70731111;19-05-2023;295.2;09-03-2024;-632;🔴 Atrasado (Prioridad Alta)
MS_0079_ESTADIO;-72.61059628;-38.74591993;16-03-2023;360.7;10-03-2024;-631;🔴 Atrasado (Prioridad Alta)
MS_1035_ALTO DEL BOSQUE;-72.74236089;-38.75790824;24-05-2023;293.0;12-03-2024;-629;🔴 Atrasado (Prioridad Alta)
MS_0686_AQUELARRE;-72.62094255;-38.75168351;16-11-2022;501.7;31-03-2024;-610;🔴 Atrasado (Prioridad Alta)
MS_0028_ESTADIO;-72.60433838;-38.74166047;28-01-2023;432.5;04-04-2024;-606;🔴 Atrasado (Prioridad Alta)
MS_0798_VALPARAISO;-72.57026667;-38.73709722;18-12-2018;1938.2;08-04-2024;-602;🔴 Atrasado (Prioridad Alta)
MS_0314_SAN ANTONIO;-72.57423056;-38.74078889;22-03-2023;392.6;17-04-2024;-593;🔴 Atrasado (Prioridad Alta)
MS_0687_AQUELARRE;-72.62146887;-38.75153981;22-05-2023;332.0;18-04-2024;-592;🔴 Atrasado (Prioridad Alta)
MS_0081_ESTADIO;-72.61241299;-38.74768046;17-03-2023;399.4;19-04-2024;-591;🔴 Atrasado (Prioridad Alta)
MS_1031_ALTO DEL BOSQUE;-72.74096807;-38.75691623;23-05-2023;335.0;22-04-2024;-588;🔴 Atrasado (Prioridad Alta)
MS_0751_NAHUELBUTA;-72.56130157;-38.71236742;02-11-2022;538.2;23-04-2024;-587;🔴 Atrasado (Prioridad Alta)
MS_0475_MUSEO FERROVIARIO;-72.57993857;-38.72768475;22-09-2022;584.4;28-04-2024;-582;🔴 Atrasado (Prioridad Alta)
MS_0072_ESTADIO;-72.62703233;-38.74134651;01-06-2022;699.7;30-04-2024;-580;🔴 Atrasado (Prioridad Alta)
MS_0348_SAN ANTONIO;-72.57551613;-38.73655083;23-03-2023;406.6;02-05-2024;-578;🔴 Atrasado (Prioridad Alta)
MS_1224_LABRANZA UNO NORTE;-72.77848589;-38.76452727;16-04-2024;20.8;06-05-2024;-574;🔴 Atrasado (Prioridad Alta)
MS_0711_ESTACION;-72.58512254;-38.73366234;20-05-2023;352.3;06-05-2024;-574;🔴 Atrasado (Prioridad Alta)
MS_0899_COSTANERA;-72.549374;-38.712032;10-12-2019;1611.3;08-05-2024;-572;🔴 Atrasado (Prioridad Alta)
MS_1225_LABRANZA UNO NORTE;-72.77587563;-38.76469992;16-04-2024;22.7;08-05-2024;-572;🔴 Atrasado (Prioridad Alta)
MS_0400_RECABARREN;-72.63877617;-38.7544661;28-03-2023;408.2;09-05-2024;-571;🔴 Atrasado (Prioridad Alta)
MS_0872_BORDE RIO;-72.62916925;-38.75919874;03-05-2023;375.4;12-05-2024;-568;🔴 Atrasado (Prioridad Alta)
MS_0752_NAHUELBUTA;-72.56276784;-38.71138932;04-11-2022;555.1;12-05-2024;-568;🔴 Atrasado (Prioridad Alta)
MS_0080_ESTADIO;-72.61170189;-38.74693767;16-03-2023;424.4;13-05-2024;-567;🔴 Atrasado (Prioridad Alta)
MS_0487_MUSEO FERROVIARIO;-72.56230517;-38.72432084;04-04-2023;405.8;13-05-2024;-567;🔴 Atrasado (Prioridad Alta)
MS_0184_ALEMANIA;-72.62132486;-38.72978541;06-04-2021;1133.5;13-05-2024;-567;🔴 Atrasado (Prioridad Alta)
MS_1235_LABRANZA UNO NORTE;-72.76399612;-38.76522695;22-04-2024;25.5;17-05-2024;-563;🔴 Atrasado (Prioridad Alta)
MS_1230_LABRANZA UNO NORTE;-72.76597023;-38.76550301;22-04-2024;26.7;18-05-2024;-562;🔴 Atrasado (Prioridad Alta)
MS_0797_VALPARAISO;-72.56905278;-38.73676944;18-12-2018;1978.6;18-05-2024;-562;🔴 Atrasado (Prioridad Alta)
MS_1226_LABRANZA UNO NORTE;-72.77531639;-38.7652876;16-04-2024;33.5;19-05-2024;-561;🔴 Atrasado (Prioridad Alta)
MS_1234_LABRANZA UNO NORTE;-72.76441991;-38.76433602;22-04-2024;28.7;20-05-2024;-560;🔴 Atrasado (Prioridad Alta)
MS_0453_MUSEO FERROVIARIO;-72.5732446;-38.72701079;13-09-2023;251.6;21-05-2024;-559;🔴 Atrasado (Prioridad Alta)
MS_1229_LABRANZA UNO NORTE;-72.76683658;-38.76596729;19-04-2024;33.7;22-05-2024;-558;🔴 Atrasado (Prioridad Alta)
MS_1233_LABRANZA UNO NORTE;-72.7648437;-38.76536916;22-04-2024;30.1;22-05-2024;-558;🔴 Atrasado (Prioridad Alta)
MS_1222_LABRANZA UNO NORTE;-72.77723223;-38.76389776;15-04-2024;39.2;24-05-2024;-556;🔴 Atrasado (Prioridad Alta)
MS_0482_MUSEO FERROVIARIO;-72.57627774;-38.72678091;06-07-2022;688.4;24-05-2024;-556;🔴 Atrasado (Prioridad Alta)
MS_0073_ESTADIO;-72.62812126;-38.7374772;13-06-2022;713.6;26-05-2024;-554;🔴 Atrasado (Prioridad Alta)
MS_1223_LABRANZA UNO NORTE;-72.77613789;-38.76412446;15-04-2024;41.2;26-05-2024;-554;🔴 Atrasado (Prioridad Alta)
MS_0644_RALUNCOYAN;-72.62433611;-38.70940278;21-04-2023;402.4;27-05-2024;-553;🔴 Atrasado (Prioridad Alta)
MS_0561_PRIETO SUR;-72.58800293;-38.73450423;24-07-2021;1039.7;28-05-2024;-552;🔴 Atrasado (Prioridad Alta)
MS_0635_RALUNCOYAN;-72.62205278;-38.71141667;12-04-2024;48.5;30-05-2024;-550;🔴 Atrasado (Prioridad Alta)
MS_0187_ALEMANIA;-72.62269263;-38.73466054;23-06-2022;707.8;30-05-2024;-550;🔴 Atrasado (Prioridad Alta)
MS_1227_LABRANZA UNO NORTE;-72.77690023;-38.76646921;16-04-2024;45.7;31-05-2024;-549;🔴 Atrasado (Prioridad Alta)
MS_0655_RALUNCOYAN;-72.62676111;-38.71128056;07-07-2023;330.8;01-06-2024;-548;🔴 Atrasado (Prioridad Alta)
MS_1237_LABRANZA UNO NORTE;-72.76178062;-38.76495507;22-04-2024;45.2;06-06-2024;-543;🔴 Atrasado (Prioridad Alta)
MS_1036_ALTO DEL BOSQUE;-72.7478278;-38.76078383;25-05-2023;380.0;07-06-2024;-542;🔴 Atrasado (Prioridad Alta)
MS_1231_LABRANZA UNO NORTE;-72.77281523;-38.76598402;20-04-2024;49.7;08-06-2024;-541;🔴 Atrasado (Prioridad Alta)
MS_0486_MUSEO FERROVIARIO;-72.57139695;-38.72115291;25-01-2023;501.2;09-06-2024;-540;🔴 Atrasado (Prioridad Alta)
MS_0679_AQUELARRE;-72.619583;-38.752533;16-11-2022;573.2;11-06-2024;-538;🔴 Atrasado (Prioridad Alta)
MS_1188_LABRANZA UNO NORTE;-72.76563227;-38.76647339;20-04-2024;56.4;15-06-2024;-534;🔴 Atrasado (Prioridad Alta)
MS_0040_ESTADIO;-72.62553333;-38.74556944;08-08-2022;684.1;22-06-2024;-527;🔴 Atrasado (Prioridad Alta)
MS_0442_MUSEO FERROVIARIO;-72.56661589;-38.72276129;16-08-2023;327.8;08-07-2024;-511;🔴 Atrasado (Prioridad Alta)
MS_0662_RALUNCOYAN;-72.62874777;-38.71157928;07-07-2023;369.9;10-07-2024;-509;🔴 Atrasado (Prioridad Alta)
MS_1114_LABRANZA ALTO;-72.76667489;-38.76351129;01-02-2022;890.5;10-07-2024;-509;🔴 Atrasado (Prioridad Alta)
MS_0996_AMANECER;-72.61207991;-38.75568533;06-06-2023;404.5;14-07-2024;-505;🔴 Atrasado (Prioridad Alta)
MS_0188_ALEMANIA;-72.61402026;-38.73065881;20-07-2023;362.4;16-07-2024;-503;🔴 Atrasado (Prioridad Alta)
MS_0403_RECABARREN;-72.63479712;-38.75469991;29-03-2023;479.8;20-07-2024;-499;🔴 Atrasado (Prioridad Alta)
MS_1236_LABRANZA UNO NORTE;-72.76260825;-38.76554157;23-04-2024;91.7;23-07-2024;-496;🔴 Atrasado (Prioridad Alta)
MS_1238_LABRANZA UNO NORTE;-72.76415169;-38.76617433;23-04-2024;95.6;27-07-2024;-492;🔴 Atrasado (Prioridad Alta)
MS_0082_ESTADIO;-72.61822989;-38.74876621;22-04-2023;465.6;30-07-2024;-489;🔴 Atrasado (Prioridad Alta)
MS_0223_LAS ENCINAS;-72.63696287;-38.73958891;06-10-2023;298.4;30-07-2024;-489;🔴 Atrasado (Prioridad Alta)
MS_1239_LABRANZA UNO NORTE;-72.76379764;-38.76677454;23-04-2024;99.7;31-07-2024;-488;🔴 Atrasado (Prioridad Alta)
MS_0485_MUSEO FERROVIARIO;-72.57232925;-38.72248357;24-01-2023;557.6;03-08-2024;-485;🔴 Atrasado (Prioridad Alta)
MS_0186_ALEMANIA;-72.62072283;-38.73382629;22-06-2022;775.8;05-08-2024;-483;🔴 Atrasado (Prioridad Alta)
MS_0405_RECABARREN;-72.63732797;-38.75536512;29-03-2023;496.8;06-08-2024;-482;🔴 Atrasado (Prioridad Alta)
MS_0554_CAUPOLICAN;-72.59183049;-38.7329122;23-12-2022;598.0;12-08-2024;-476;🔴 Atrasado (Prioridad Alta)
MS_0514_LOS RIOS;-72.55128276;-38.7161834;29-08-2022;717.6;15-08-2024;-473;🔴 Atrasado (Prioridad Alta)
MS_0406_RECABARREN;-72.63530665;-38.75477351;30-03-2023;506.5;17-08-2024;-471;🔴 Atrasado (Prioridad Alta)
MS_0201_LAS ENCINAS;-72.63848001;-38.73849173;11-05-2022;831.5;19-08-2024;-469;🔴 Atrasado (Prioridad Alta)
MS_0404_RECABARREN;-72.63652509;-38.75511273;29-03-2023;510.4;20-08-2024;-468;🔴 Atrasado (Prioridad Alta)
MS_0123_ACCESO NORTE;-72.55119341;-38.69869765;15-05-2024;99.9;22-08-2024;-466;🔴 Atrasado (Prioridad Alta)
MS_0408_RECABARREN;-72.63415687;-38.75387478;30-03-2023;517.7;28-08-2024;-460;🔴 Atrasado (Prioridad Alta)
MS_0808_VALPARAISO;-72.56092897;-38.73384591;18-12-2019;1716.3;29-08-2024;-459;🔴 Atrasado (Prioridad Alta)
MS_1137_LABRANZA ALTO;-72.77079802;-38.7623217;25-04-2024;127.8;30-08-2024;-458;🔴 Atrasado (Prioridad Alta)
MS_0126_ACCESO NORTE;-72.5512573;-38.6974367;15-05-2024;109.4;01-09-2024;-456;🔴 Atrasado (Prioridad Alta)
MS_0122_ACCESO NORTE;-72.55168158;-38.69883162;15-05-2024;109.4;01-09-2024;-456;🔴 Atrasado (Prioridad Alta)
MS_0131_ACCESO NORTE;-72.54793244;-38.69744218;15-05-2024;110.7;02-09-2024;-455;🔴 Atrasado (Prioridad Alta)
MS_0129_ACCESO NORTE;-72.54741404;-38.69953683;15-05-2024;111.5;03-09-2024;-454;🔴 Atrasado (Prioridad Alta)
MS_0182_ALEMANIA;-72.61542273;-38.73142233;20-06-2023;441.6;03-09-2024;-454;🔴 Atrasado (Prioridad Alta)
MS_0297_SAN ANTONIO;-72.58706089;-38.7464119;24-01-2024;225.4;05-09-2024;-452;🔴 Atrasado (Prioridad Alta)
MS_0061_ESTADIO;-72.61528607;-38.74009186;08-07-2023;429.9;09-09-2024;-448;🔴 Atrasado (Prioridad Alta)
MS_0119_ACCESO NORTE;-72.55072965;-38.70266134;10-05-2024;123.5;10-09-2024;-447;🔴 Atrasado (Prioridad Alta)
MS_1139_LABRANZA ALTO;-72.76956206;-38.76141735;25-04-2024;139.8;11-09-2024;-446;🔴 Atrasado (Prioridad Alta)
MS_1141_LABRANZA ALTO;-72.76768628;-38.76144816;25-04-2024;139.9;11-09-2024;-446;🔴 Atrasado (Prioridad Alta)
MS_1140_LABRANZA ALTO;-72.76860051;-38.76145171;25-04-2024;140.6;12-09-2024;-445;🔴 Atrasado (Prioridad Alta)
MS_1143_LABRANZA ALTO;-72.76707953;-38.7614613;25-04-2024;140.9;12-09-2024;-445;🔴 Atrasado (Prioridad Alta)
MS_0665_RALUNCOYAN;-72.62501007;-38.70908466;24-04-2023;508.9;13-09-2024;-444;🔴 Atrasado (Prioridad Alta)
MS_0327_SAN ANTONIO;-72.57857734;-38.7400488;22-03-2023;541.6;13-09-2024;-444;🔴 Atrasado (Prioridad Alta)
MS_1245_LABRANZA UNO NORTE;-72.75955582;-38.76533016;23-04-2024;143.4;13-09-2024;-444;🔴 Atrasado (Prioridad Alta)
MS_1244_LABRANZA UNO NORTE;-72.76008677;-38.76533808;23-04-2024;143.4;13-09-2024;-444;🔴 Atrasado (Prioridad Alta)
MS_1134_LABRANZA ALTO;-72.76910445;-38.76250295;25-04-2024;144.6;16-09-2024;-441;🔴 Atrasado (Prioridad Alta)
MS_0125_ACCESO NORTE;-72.55176692;-38.6971855;15-05-2024;124.4;16-09-2024;-441;🔴 Atrasado (Prioridad Alta)
MS_0428_MUSEO FERROVIARIO;-72.57390833;-38.72281667;23-01-2023;603.4;17-09-2024;-440;🔴 Atrasado (Prioridad Alta)
MS_0130_ACCESO NORTE;-72.54998983;-38.6970873;15-05-2024;126.9;18-09-2024;-439;🔴 Atrasado (Prioridad Alta)
MS_0631_RALUNCOYAN;-72.62856389;-38.71388056;05-06-2023;471.2;18-09-2024;-439;🔴 Atrasado (Prioridad Alta)
MS_0128_ACCESO NORTE;-72.54994337;-38.69885575;15-05-2024;126.9;18-09-2024;-439;🔴 Atrasado (Prioridad Alta)
MS_0127_ACCESO NORTE;-72.55006809;-38.69798112;15-05-2024;126.9;18-09-2024;-439;🔴 Atrasado (Prioridad Alta)
MS_0927_CERRO MARIPOSA;-72.60910401;-38.71816282;02-06-2023;475.8;19-09-2024;-438;🔴 Atrasado (Prioridad Alta)
MS_1144_LABRANZA ALTO;-72.76526946;-38.76198792;26-04-2024;147.1;20-09-2024;-437;🔴 Atrasado (Prioridad Alta)
MS_1130_LABRANZA ALTO;-72.77280017;-38.76264561;25-04-2024;148.2;20-09-2024;-437;🔴 Atrasado (Prioridad Alta)
MS_1243_LABRANZA UNO NORTE;-72.76070287;-38.76632603;23-04-2024;150.6;20-09-2024;-437;🔴 Atrasado (Prioridad Alta)
MS_1138_LABRANZA ALTO;-72.77054267;-38.76124877;25-04-2024;151.6;23-09-2024;-434;🔴 Atrasado (Prioridad Alta)
MS_1132_LABRANZA ALTO;-72.7699463;-38.76251761;25-04-2024;152.5;24-09-2024;-433;🔴 Atrasado (Prioridad Alta)
MS_0120_ACCESO NORTE;-72.5521178;-38.69945086;15-05-2024;132.4;24-09-2024;-433;🔴 Atrasado (Prioridad Alta)
MS_0483_MUSEO FERROVIARIO;-72.56399569;-38.72035923;03-08-2023;418.8;24-09-2024;-433;🔴 Atrasado (Prioridad Alta)
MS_0185_ALEMANIA;-72.6200921;-38.73243224;18-06-2022;829.4;24-09-2024;-433;🔴 Atrasado (Prioridad Alta)
MS_0313_SAN ANTONIO;-72.58066887;-38.74318276;28-07-2023;426.1;26-09-2024;-431;🔴 Atrasado (Prioridad Alta)
MS_1241_LABRANZA UNO NORTE;-72.76220977;-38.76705896;23-04-2024;156.2;26-09-2024;-431;🔴 Atrasado (Prioridad Alta)
MS_1142_LABRANZA ALTO;-72.76755697;-38.76206364;25-04-2024;158.2;30-09-2024;-427;🔴 Atrasado (Prioridad Alta)
MS_1146_LABRANZA ALTO;-72.76384468;-38.76142573;26-04-2024;158.2;01-10-2024;-426;🔴 Atrasado (Prioridad Alta)
MS_0124_ACCESO NORTE;-72.55317971;-38.69689585;15-05-2024;140.8;02-10-2024;-425;🔴 Atrasado (Prioridad Alta)
MS_0121_ACCESO NORTE;-72.5529427;-38.69982156;15-05-2024;140.8;02-10-2024;-425;🔴 Atrasado (Prioridad Alta)
MS_1197_LABRANZA UNO NORTE;-72.77195328;-38.75798534;01-04-2024;188.0;05-10-2024;-422;🔴 Atrasado (Prioridad Alta)
MS_1180_LABRANZA UNO NORTE;-72.77368931;-38.76591247;18-04-2024;172.1;07-10-2024;-420;🔴 Atrasado (Prioridad Alta)
MS_1113_LABRANZA ALTO;-72.75183729;-38.75662177;08-11-2023;334.6;07-10-2024;-420;🔴 Atrasado (Prioridad Alta)
MS_0738_NAHUELBUTA;-72.55975278;-38.71359444;30-07-2024;70.6;08-10-2024;-419;🔴 Atrasado (Prioridad Alta)
MS_0220_LAS ENCINAS;-72.63557778;-38.73769722;02-10-2023;372.5;08-10-2024;-419;🔴 Atrasado (Prioridad Alta)
MS_1148_LABRANZA ALTO;-72.76131202;-38.76169358;29-04-2024;166.6;12-10-2024;-415;🔴 Atrasado (Prioridad Alta)
MS_1135_LABRANZA ALTO;-72.77197927;-38.76120339;25-04-2024;171.3;13-10-2024;-414;🔴 Atrasado (Prioridad Alta)
MS_0438_MUSEO FERROVIARIO;-72.57510278;-38.723175;17-01-2023;635.1;13-10-2024;-414;🔴 Atrasado (Prioridad Alta)
MS_0769_NAHUELBUTA;-72.5581044;-38.71631404;29-07-2024;83.8;20-10-2024;-407;🔴 Atrasado (Prioridad Alta)
MS_0940_CERRO MARIPOSA;-72.60592541;-38.7219851;01-06-2023;509.5;22-10-2024;-405;🔴 Atrasado (Prioridad Alta)
MS_0407_RECABARREN;-72.63589316;-38.75492759;30-03-2023;577.6;27-10-2024;-400;🔴 Atrasado (Prioridad Alta)
MS_1272_JAVIERA CARRERA PONIENTE;-72.62523775;-38.7193963;05-04-2024;206.2;28-10-2024;-399;🔴 Atrasado (Prioridad Alta)
MS_1126_LABRANZA ALTO;-72.77320465;-38.76504822;25-04-2024;186.5;28-10-2024;-399;🔴 Atrasado (Prioridad Alta)
MS_0880_BORDE RIO;-72.63390418;-38.75857351;16-10-2024;12.6;28-10-2024;-399;🔴 Atrasado (Prioridad Alta)
MS_0932_CERRO MARIPOSA;-72.606646;-38.719853;19-01-2024;286.7;31-10-2024;-396;🔴 Atrasado (Prioridad Alta)
MS_0806_VALPARAISO;-72.56013056;-38.73253611;13-07-2022;841.1;31-10-2024;-396;🔴 Atrasado (Prioridad Alta)
MS_1133_LABRANZA ALTO;-72.76925278;-38.76306869;25-04-2024;190.6;01-11-2024;-395;🔴 Atrasado (Prioridad Alta)
MS_0323_SAN ANTONIO;-72.57306111;-38.737675;20-03-2023;595.6;04-11-2024;-392;🔴 Atrasado (Prioridad Alta)
MS_0829_5 SUR;-72.6085821;-38.74876788;17-01-2024;295.9;07-11-2024;-389;🔴 Atrasado (Prioridad Alta)
MS_0456_MUSEO FERROVIARIO;-72.56826667;-38.71852778;09-05-2023;548.4;07-11-2024;-389;🔴 Atrasado (Prioridad Alta)
MS_0800_VALPARAISO;-72.56765725;-38.73311397;08-09-2022;793.5;09-11-2024;-387;🔴 Atrasado (Prioridad Alta)
MS_0771_NAHUELBUTA;-72.55791396;-38.71680584;30-07-2024;102.2;09-11-2024;-387;🔴 Atrasado (Prioridad Alta)
MS_1150_LABRANZA ALTO;-72.75919718;-38.76081718;29-04-2024;197.5;12-11-2024;-384;🔴 Atrasado (Prioridad Alta)
MS_1149_LABRANZA ALTO;-72.76114465;-38.76078378;29-04-2024;197.5;12-11-2024;-384;🔴 Atrasado (Prioridad Alta)
MS_1196_LABRANZA UNO NORTE;-72.77249589;-38.75787574;01-04-2024;229.6;16-11-2024;-380;🔴 Atrasado (Prioridad Alta)
MS_0977_AMANECER;-72.626325;-38.75794722;07-06-2023;531.9;19-11-2024;-377;🔴 Atrasado (Prioridad Alta)
MS_0933_CERRO MARIPOSA;-72.606378;-38.721632;30-05-2023;539.3;19-11-2024;-377;🔴 Atrasado (Prioridad Alta)
MS_0830_5 SUR;-72.60871127;-38.75007049;16-01-2024;308.8;19-11-2024;-377;🔴 Atrasado (Prioridad Alta)
MS_0346_SAN ANTONIO;-72.57369762;-38.73562084;20-03-2023;611.6;20-11-2024;-376;🔴 Atrasado (Prioridad Alta)
MS_1125_LABRANZA ALTO;-72.77334412;-38.7656087;25-04-2024;210.5;21-11-2024;-375;🔴 Atrasado (Prioridad Alta)
MS_0325_SAN ANTONIO;-72.57985678;-38.74425148;28-07-2023;482.0;21-11-2024;-375;🔴 Atrasado (Prioridad Alta)
MS_0143_ACCESO NORTE;-72.53442723;-38.6985081;25-06-2024;151.7;23-11-2024;-373;🔴 Atrasado (Prioridad Alta)
MS_0839_5 SUR;-72.60959384;-38.74961592;26-05-2023;550.3;26-11-2024;-370;🔴 Atrasado (Prioridad Alta)
MS_0117_ACCESO NORTE;-72.55130592;-38.70119545;07-05-2024;203.1;26-11-2024;-370;🔴 Atrasado (Prioridad Alta)
MS_1128_LABRANZA ALTO;-72.77289351;-38.76383354;25-04-2024;215.9;26-11-2024;-370;🔴 Atrasado (Prioridad Alta)
MS_1152_LABRANZA ALTO;-72.75764265;-38.7615741;03-05-2024;213.0;02-12-2024;-364;🔴 Atrasado (Prioridad Alta)
MS_0189_ALEMANIA;-72.6158974;-38.7367516;29-07-2023;494.3;04-12-2024;-362;🔴 Atrasado (Prioridad Alta)
MS_1127_LABRANZA ALTO;-72.77182063;-38.76478721;25-04-2024;226.6;07-12-2024;-359;🔴 Atrasado (Prioridad Alta)
